Transaction_Date,Stock_ Date,Invoice_ID,Age_Group_Key,Customer_Gender_Key,Region_Key,Product_Key,Quantity_Sold,Month
06-Jun-19,02-Feb-18,INV-193253,1,2,9,248,2,6
03-Jun-19,13-Apr-18,INV-193269,1,1,9,231,2,6
10-Jun-19,18-Apr-18,INV-193504,1,1,9,249,2,6
14-Jun-19,28-May-18,INV-193806,1,2,9,267,2,6
14-Jun-19,13-Mar-18,INV-193887,1,1,9,283,2,6
20-Jun-19,30-Apr-18,INV-194003,1,2,9,246,2,6
06-Jun-19,08-Dec-18,INV-194408,1,2,9,226,2,6
29-Jun-19,06-Apr-18,INV-194816,1,2,9,329,2,6
14-Jun-19,12-May-18,INV-194948,1,1,9,266,2,6
30-Jun-19,08-Mar-18,INV-195068,1,1,9,255,2,6
21-Jun-19,28-May-18,INV-195085,1,2,9,250,2,6
14-Jun-19,24-Jan-18,INV-195124,1,2,9,245,2,6
27-Jun-19,07-Jan-18,INV-195630,1,2,9,256,2,6
01-Jun-19,30-Mar-18,INV-196085,1,2,9,245,2,6
02-Jun-19,07-May-18,INV-197480,1,2,9,261,2,6
20-Jun-19,03-Feb-18,INV-197487,1,1,9,329,2,6
04-Jun-19,23-Apr-18,INV-198023,1,2,9,304,2,6
21-Jun-19,01-Mar-18,INV-198261,1,1,9,259,2,6
19-Jun-19,04-Apr-18,INV-198300,1,1,9,248,2,6
26-Jun-19,23-Feb-18,INV-198807,1,2,9,254,2,6
15-Jun-19,07-Jan-18,INV-199455,1,2,9,218,2,6
26-Jun-19,15-Feb-18,INV-199710,1,1,9,326,2,6
12-Jun-19,20-May-18,INV-199865,1,1,9,303,2,6
11-Jun-19,17-Apr-18,INV-200203,1,1,9,262,2,6
14-Jun-19,27-Jan-18,INV-200220,1,2,9,308,2,6
27-Jun-19,20-Feb-18,INV-200230,1,2,9,231,2,6
08-Jun-19,27-Feb-18,INV-200624,1,1,9,237,2,6
09-Jun-19,08-Jan-18,INV-200973,1,1,9,242,2,6
22-Jun-19,17-Feb-18,INV-201052,1,1,9,255,2,6
12-Jun-19,06-Jun-18,INV-201205,1,1,9,328,2,6
06-Jun-19,15-Jan-18,INV-201455,1,2,9,259,2,6
17-Jun-19,21-Dec-18,INV-201822,1,1,9,314,2,6
21-Jun-19,14-Mar-18,INV-201864,1,1,9,288,2,6
17-Jun-19,03-Apr-18,INV-202678,1,1,9,255,2,6
24-Jun-19,14-Apr-18,INV-202818,1,1,9,311,2,6
07-Jun-19,13-Dec-18,INV-202881,1,2,9,269,2,6
15-Jun-19,08-Mar-18,INV-203072,1,1,9,245,2,6
04-Jun-19,03-Mar-18,INV-203613,1,2,9,255,2,6
08-Jun-19,15-May-18,INV-203890,1,1,9,227,2,6
27-Jun-19,22-Jan-18,INV-204150,1,1,9,228,2,6
07-Jun-19,09-Dec-18,INV-204316,1,1,9,314,2,6
11-Jun-19,06-Jun-18,INV-204322,1,2,9,239,2,6
08-Jun-19,22-Feb-18,INV-204396,1,1,9,273,2,6
05-Jun-19,25-Mar-18,INV-204436,1,2,9,262,2,6
22-Jun-19,23-Feb-18,INV-204802,1,2,9,242,2,6
25-Jun-19,21-Apr-18,INV-204809,1,2,9,298,2,6
24-Jun-19,19-Jun-18,INV-205066,1,2,9,201,2,6
10-Jun-19,02-Feb-18,INV-205548,1,2,9,224,2,6
18-Jun-19,04-May-18,INV-206146,1,1,9,252,2,6
19-Jun-19,10-Jun-18,INV-206285,1,2,9,308,2,6
14-Jun-19,22-Dec-18,INV-207084,1,2,9,228,2,6
05-Jun-19,27-Dec-18,INV-207308,1,2,9,231,2,6
18-Jun-19,11-Jun-18,INV-207338,1,2,9,232,2,6
06-Jun-19,19-Apr-18,INV-207543,1,2,9,226,2,6
07-Jun-19,07-Apr-18,INV-207668,1,1,9,248,2,6
24-Jun-19,10-Jun-18,INV-209217,1,2,9,290,2,6
19-Jun-19,20-Jan-18,INV-209471,1,2,9,224,2,6
11-Jun-19,01-Mar-18,INV-209478,1,2,9,282,2,6
11-Jun-19,17-May-18,INV-209755,1,2,9,262,2,6
03-Jun-19,03-Jan-18,INV-210258,1,2,9,258,2,6
15-Jun-19,29-Apr-18,INV-210472,1,2,9,321,2,6
17-Jun-19,16-Feb-18,INV-210883,1,2,9,277,2,6
01-Jun-19,05-May-19,INV-61621,1,1,9,259,2,6
01-Jun-19,24-Jan-19,INV-61622,1,1,9,249,2,6
01-Jun-19,18-Mar-19,INV-61623,1,2,9,264,2,6
01-Jun-19,30-Jan-19,INV-61625,1,1,9,271,2,6
02-Jun-19,07-Mar-19,INV-61636,1,1,9,226,2,6
02-Jun-19,18-Apr-19,INV-61637,1,1,9,228,2,6
03-Jun-19,27-Feb-19,INV-61645,1,2,9,249,2,6
03-Jun-19,16-Mar-19,INV-61647,1,2,9,249,2,6
05-Jun-19,26-Dec-18,INV-61666,1,1,9,249,2,6
06-Jun-19,02-Mar-19,INV-61673,1,1,9,235,2,6
06-Jun-19,30-Jan-19,INV-61674,1,1,9,310,2,6
07-Jun-19,18-Apr-19,INV-61683,1,2,9,237,2,6
08-Jun-19,17-Apr-19,INV-61702,1,1,9,235,2,6
09-Jun-19,23-Jan-19,INV-61712,1,1,9,248,2,6
10-Jun-19,24-May-19,INV-61721,1,1,9,229,2,6
11-Jun-19,01-Mar-19,INV-61734,1,2,9,246,2,6
11-Jun-19,22-Mar-19,INV-61735,1,2,9,271,2,6
11-Jun-19,05-Feb-19,INV-61736,1,1,9,275,2,6
12-Jun-19,25-Jan-19,INV-61744,1,1,9,237,2,6
12-Jun-19,19-May-19,INV-61745,1,2,9,227,2,6
13-Jun-19,25-Apr-19,INV-61753,1,2,9,233,2,6
13-Jun-19,28-Apr-19,INV-61755,1,2,9,274,2,6
13-Jun-19,09-Jan-19,INV-61757,1,2,9,269,2,6
14-Jun-19,22-Mar-19,INV-61763,1,1,9,248,2,6
14-Jun-19,01-Jun-19,INV-61765,1,1,9,266,2,6
15-Jun-19,06-Apr-19,INV-61777,1,2,9,228,2,6
15-Jun-19,03-Feb-19,INV-61778,1,1,9,231,2,6
15-Jun-19,18-Mar-19,INV-61781,1,1,9,268,2,6
17-Jun-19,15-Jan-19,INV-61797,1,2,9,264,2,6
17-Jun-19,03-Apr-19,INV-61798,1,2,9,265,2,6
20-Jun-19,30-Jan-19,INV-61830,1,2,9,268,2,6
21-Jun-19,30-May-19,INV-61840,1,2,9,248,2,6
21-Jun-19,16-Jun-19,INV-61843,1,2,9,261,2,6
23-Jun-19,24-Mar-19,INV-61860,1,2,9,308,2,6
23-Jun-19,30-Mar-19,INV-61861,1,2,9,240,2,6
24-Jun-19,21-Apr-19,INV-61871,1,1,9,229,2,6
24-Jun-19,23-Feb-19,INV-61872,1,2,9,231,2,6
25-Jun-19,20-Jan-19,INV-61877,1,1,9,229,2,6
26-Jun-19,06-Jun-19,INV-61887,1,1,9,275,2,6
26-Jun-19,20-Jan-19,INV-61888,1,1,9,247,2,6
27-Jun-19,27-Mar-19,INV-61901,1,1,9,309,2,6
28-Jun-19,16-Jun-19,INV-61913,1,2,9,229,2,6
28-Jun-19,28-Apr-19,INV-61916,1,2,9,273,2,6
29-Jun-19,24-May-19,INV-61923,1,1,9,247,2,6
30-Jun-19,17-May-19,INV-61929,1,1,9,228,2,6
07-May-19,20-Jan-18,INV-184253,1,1,9,314,2,5
26-Apr-19,28-Jan-18,INV-184287,1,1,9,264,2,4
23-Feb-19,07-Nov-18,INV-184319,1,1,9,249,2,2
26-Mar-19,27-Jan-18,INV-184416,1,1,9,241,2,3
24-Apr-19,18-Dec-18,INV-184611,1,1,9,314,2,4
13-May-19,29-Mar-18,INV-184937,1,1,9,252,2,5
27-Apr-19,29-Dec-18,INV-185018,1,1,9,201,2,4
15-Feb-19,16-Oct-18,INV-185179,1,1,9,247,2,2
12-May-19,05-May-18,INV-185529,1,1,9,275,2,5
14-May-19,15-Nov-18,INV-185680,1,1,9,283,2,5
03-Jan-19,23-Aug-18,INV-186074,1,1,9,250,2,1
24-Apr-19,12-Feb-18,INV-186124,1,1,9,278,2,4
20-Jan-19,02-Nov-18,INV-186222,1,1,9,201,2,1
22-Apr-19,21-Jan-18,INV-186280,1,1,9,329,2,4
19-Jan-19,14-Oct-18,INV-186311,1,1,9,254,2,1
26-Apr-19,17-Mar-18,INV-186486,1,1,9,291,2,4
03-Feb-19,18-Nov-18,INV-186651,1,1,9,273,2,2
12-Jan-19,30-Jul-18,INV-186846,1,1,9,318,2,1
08-Feb-19,10-Oct-18,INV-187038,1,1,9,273,2,2
25-May-19,12-Jan-18,INV-187142,1,1,9,276,2,5
23-May-19,11-Mar-18,INV-187319,1,1,9,254,2,5
27-Jan-19,08-Oct-18,INV-187391,1,1,9,275,2,1
05-May-19,26-Dec-18,INV-187424,1,1,9,201,2,5
17-Feb-19,01-Oct-18,INV-187544,1,1,9,314,2,2
24-Jan-19,01-Oct-18,INV-187925,1,1,9,281,2,1
14-May-19,12-Jan-18,INV-188006,1,1,9,292,2,5
28-Apr-19,03-Feb-18,INV-188017,1,1,9,245,2,4
30-Apr-19,25-Jan-18,INV-188269,1,1,9,325,2,4
11-Jan-19,28-Nov-18,INV-188376,1,1,9,231,2,1
06-Mar-19,01-Mar-18,INV-188574,1,1,9,227,2,3
07-Mar-19,12-Feb-18,INV-188597,1,1,9,268,2,3
25-Jan-19,05-Jan-18,INV-188776,1,1,9,288,2,1
23-Mar-19,07-Mar-18,INV-188825,1,1,9,267,2,3
03-Feb-19,01-Jan-18,INV-189353,1,1,9,306,2,2
13-May-19,01-Apr-18,INV-189391,1,1,9,248,2,5
09-Jan-19,27-Dec-18,INV-189395,1,1,9,201,2,1
09-May-19,16-Jan-18,INV-189504,1,1,9,229,2,5
23-May-19,31-Jan-18,INV-189536,1,1,9,330,2,5
08-Mar-19,13-Feb-18,INV-189710,1,1,9,261,2,3
20-May-19,11-Dec-18,INV-190027,1,1,9,327,2,5
14-May-19,15-Dec-18,INV-190058,1,1,9,321,2,5
17-Feb-19,04-Nov-18,INV-190272,1,1,9,297,2,2
01-Mar-19,23-Sep-18,INV-190612,1,1,9,311,2,3
13-Mar-19,04-Mar-18,INV-190837,1,1,9,254,2,3
14-May-19,10-Apr-18,INV-191073,1,1,9,204,2,5
19-Apr-19,02-Feb-18,INV-191207,1,1,9,280,2,4
15-Feb-19,08-Jan-18,INV-191544,1,1,9,300,2,2
15-Apr-19,07-Dec-18,INV-192124,1,1,9,298,2,4
22-May-19,14-Mar-18,INV-192356,1,1,9,288,2,5
10-Mar-19,09-Dec-18,INV-192466,1,1,9,329,2,3
02-Jan-19,07-Dec-18,INV-192848,1,1,9,244,2,1
18-Jan-19,29-Oct-18,INV-193118,1,1,9,294,2,1
16-Apr-19,07-Apr-18,INV-193166,1,1,9,227,2,4
20-Feb-19,08-Feb-18,INV-193926,1,1,9,226,2,2
04-Mar-19,27-Sep-18,INV-194266,1,1,9,249,2,3
15-Apr-19,17-Feb-18,INV-194536,1,1,9,306,2,4
25-Apr-19,19-Jan-18,INV-194799,1,1,9,254,2,4
13-Feb-19,08-Jan-18,INV-195059,1,1,9,236,2,2
03-Jan-19,04-Dec-18,INV-195244,1,1,9,249,2,1
16-Jan-19,07-Aug-18,INV-195375,1,1,9,202,2,1
16-Feb-19,30-Dec-18,INV-195674,1,1,9,283,2,2
30-Jan-19,15-Jan-18,INV-195742,1,1,9,202,2,1
29-Apr-19,21-Dec-18,INV-195781,1,1,9,204,2,4
10-Apr-19,15-Nov-18,INV-195796,1,1,9,269,2,4
30-Apr-19,05-Nov-18,INV-197457,1,1,9,261,2,4
01-Mar-19,29-Sep-18,INV-197647,1,1,9,266,2,3
01-Mar-19,01-Jan-18,INV-197664,1,1,9,252,2,3
24-Apr-19,04-Jan-18,INV-197743,1,1,9,266,2,4
30-May-19,27-Apr-18,INV-197822,1,1,9,227,2,5
10-Mar-19,23-Nov-18,INV-198113,1,1,9,249,2,3
06-Jan-19,15-Dec-18,INV-198200,1,1,9,229,2,1
04-Feb-19,17-Oct-18,INV-198267,1,1,9,268,2,2
20-Feb-19,10-Jan-18,INV-198628,1,1,9,249,2,2
12-May-19,02-Dec-18,INV-198658,1,1,9,226,2,5
12-Jan-19,05-Aug-18,INV-198795,1,1,9,268,2,1
06-May-19,26-Dec-18,INV-198924,1,1,9,294,2,5
09-Mar-19,11-Nov-18,INV-199346,1,1,9,330,2,3
03-Apr-19,17-Oct-18,INV-199777,1,1,9,276,2,4
09-Feb-19,13-Sep-18,INV-199788,1,1,9,292,2,2
08-Jan-19,12-Jul-18,INV-200142,1,1,9,330,2,1
17-Mar-19,04-Mar-18,INV-200198,1,1,9,232,2,3
23-Mar-19,26-Nov-18,INV-200234,1,1,9,254,2,3
12-Mar-19,18-Dec-18,INV-200273,1,1,9,326,2,3
09-Jan-19,24-Oct-18,INV-200340,1,1,9,227,2,1
15-Jan-19,19-Oct-18,INV-200401,1,1,9,250,2,1
23-May-19,27-Mar-18,INV-200536,1,1,9,248,2,5
27-Apr-19,07-Nov-18,INV-200591,1,1,9,288,2,4
20-Jan-19,11-Nov-18,INV-200662,1,1,9,276,2,1
05-May-19,15-Feb-18,INV-201053,1,1,9,249,2,5
15-Mar-19,21-Nov-18,INV-201070,1,1,9,266,2,3
03-Jan-19,30-Sep-18,INV-201190,1,1,9,256,2,1
04-May-19,27-Nov-18,INV-201471,1,1,9,224,2,5
27-May-19,27-Feb-18,INV-201631,1,1,9,227,2,5
07-Feb-19,06-Jan-18,INV-201757,1,1,9,298,2,2
08-Feb-19,13-Nov-18,INV-201804,1,1,9,325,2,2
06-Mar-19,07-Feb-18,INV-202089,1,1,9,254,2,3
11-May-19,06-May-18,INV-202457,1,1,9,248,2,5
01-Mar-19,10-Sep-18,INV-202587,1,1,9,254,2,3
01-May-19,24-Mar-18,INV-202716,1,1,9,297,2,5
21-Jan-19,16-Nov-18,INV-202903,1,1,9,247,2,1
29-Mar-19,15-Feb-18,INV-203040,1,1,9,231,2,3
31-Jan-19,23-Dec-18,INV-203131,1,1,9,248,2,1
30-Jan-19,18-Dec-18,INV-203372,1,1,9,264,2,1
13-May-19,27-Jan-18,INV-203770,1,1,9,314,2,5
04-Jan-19,06-Aug-18,INV-203796,1,1,9,226,2,1
08-Feb-19,22-Oct-18,INV-205097,1,1,9,286,2,2
14-Feb-19,25-Aug-18,INV-205206,1,1,9,328,2,2
14-Feb-19,02-Dec-18,INV-205563,1,1,9,286,2,2
20-Feb-19,04-Feb-18,INV-206183,1,1,9,330,2,2
04-Apr-19,27-Oct-18,INV-206357,1,1,9,274,2,4
04-Jan-19,04-Aug-18,INV-206709,1,1,9,330,2,1
13-Jan-19,03-Aug-18,INV-206869,1,1,9,269,2,1
09-Apr-19,08-Dec-18,INV-207169,1,1,9,231,2,4
23-May-19,21-Dec-18,INV-207418,1,1,9,246,2,5
18-Apr-19,29-Jan-18,INV-207472,1,1,9,274,2,4
20-May-19,30-Jan-18,INV-207503,1,1,9,286,2,5
06-May-19,12-Feb-18,INV-207920,1,1,9,226,2,5
08-May-19,23-Feb-18,INV-208076,1,1,9,293,2,5
24-Mar-19,14-Mar-18,INV-208447,1,1,9,232,2,3
06-May-19,01-Apr-18,INV-208467,1,1,9,204,2,5
14-May-19,27-Feb-18,INV-208804,1,1,9,247,2,5
04-May-19,20-Jan-18,INV-208884,1,1,9,256,2,5
13-May-19,22-Feb-18,INV-208954,1,1,9,321,2,5
02-Feb-19,17-Dec-18,INV-209022,1,1,9,228,2,2
10-Feb-19,31-Aug-18,INV-209048,1,1,9,224,2,2
27-Mar-19,04-Jan-18,INV-209219,1,1,9,211,2,3
17-May-19,30-Nov-18,INV-209225,1,1,9,232,2,5
06-Feb-19,23-Oct-18,INV-209231,1,1,9,248,2,2
13-Mar-19,10-Nov-18,INV-209450,1,1,9,258,2,3
09-May-19,27-Apr-18,INV-209655,1,1,9,267,2,5
05-May-19,08-Feb-18,INV-209957,1,1,9,260,2,5
10-May-19,15-Apr-18,INV-210356,1,1,9,247,2,5
11-Jan-19,14-Oct-18,INV-210635,1,1,9,330,2,1
27-Apr-19,26-Dec-18,INV-210839,1,1,9,285,2,4
24-Feb-19,05-Dec-18,INV-211019,1,1,9,301,2,2
09-Mar-19,21-Sep-18,INV-211140,1,1,9,306,2,3
07-Feb-19,07-Sep-18,INV-211276,1,1,9,306,2,2
01-Jan-19,26-Aug-18,INV-60202,1,1,9,274,2,1
04-Jan-19,30-Nov-18,INV-60226,1,1,9,264,2,1
04-Jan-19,27-Jul-18,INV-60229,1,1,9,269,2,1
10-Jan-19,26-Jul-18,INV-60274,1,1,9,264,2,1
10-Jan-19,01-Aug-18,INV-60276,1,1,9,264,2,1
13-Jan-19,31-Dec-18,INV-60301,1,1,9,261,2,1
23-Jan-19,23-Aug-18,INV-60383,1,1,9,273,2,1
26-Jan-19,17-Jan-19,INV-60408,1,1,9,275,2,1
28-Jan-19,24-Oct-18,INV-60417,1,1,9,256,2,1
29-Jan-19,04-Nov-18,INV-60422,1,1,9,274,2,1
30-Jan-19,27-Sep-18,INV-60431,1,1,9,275,2,1
31-Jan-19,01-Sep-18,INV-60438,1,1,9,249,2,1
31-Jan-19,15-Sep-18,INV-60439,1,1,9,269,2,1
01-Feb-19,20-Nov-18,INV-60449,1,1,9,264,2,2
02-Feb-19,24-Dec-18,INV-60456,1,1,9,248,2,2
04-Feb-19,05-Oct-18,INV-60481,1,1,9,266,2,2
05-Feb-19,03-Jan-19,INV-60491,1,1,9,232,2,2
06-Feb-19,31-Oct-18,INV-60506,1,1,9,275,2,2
07-Feb-19,17-Jan-19,INV-60511,1,1,9,311,2,2
10-Feb-19,26-Jan-19,INV-60542,1,1,9,226,2,2
12-Feb-19,17-Aug-18,INV-60553,1,1,9,237,2,2
13-Feb-19,09-Nov-18,INV-60567,1,1,9,231,2,2
14-Feb-19,20-Nov-18,INV-60578,1,1,9,226,2,2
14-Feb-19,08-Sep-18,INV-60579,1,1,9,263,2,2
15-Feb-19,06-Feb-19,INV-60586,1,1,9,229,2,2
18-Feb-19,25-Dec-18,INV-60614,1,1,9,228,2,2
18-Feb-19,26-Jan-19,INV-60615,1,1,9,236,2,2
19-Feb-19,21-Sep-18,INV-60627,1,1,9,231,2,2
25-Feb-19,06-Oct-18,INV-60685,1,1,9,306,2,2
25-Feb-19,01-Jan-19,INV-60686,1,1,9,246,2,2
28-Feb-19,13-Oct-18,INV-60710,1,1,9,238,2,2
01-Mar-19,25-Oct-18,INV-60716,1,1,9,259,2,3
07-Mar-19,24-Jan-19,INV-60773,1,1,9,311,2,3
08-Mar-19,02-Dec-18,INV-60780,1,1,9,227,2,3
08-Mar-19,15-Oct-18,INV-60782,1,1,9,238,2,3
12-Mar-19,11-Jan-19,INV-60819,1,1,9,226,2,3
12-Mar-19,01-Jan-19,INV-60822,1,1,9,247,2,3
13-Mar-19,25-Sep-18,INV-60830,1,1,9,226,2,3
17-Mar-19,03-Nov-18,INV-60858,1,1,9,231,2,3
17-Mar-19,28-Jan-19,INV-60861,1,1,9,269,2,3
20-Mar-19,17-Feb-19,INV-60898,1,1,9,232,2,3
23-Mar-19,15-Feb-19,INV-60915,1,1,9,226,2,3
26-Mar-19,03-Nov-18,INV-60936,1,1,9,263,2,3
28-Mar-19,28-Oct-18,INV-60950,1,1,9,265,2,3
02-Apr-19,25-Mar-19,INV-60999,1,1,9,236,2,4
04-Apr-19,28-Nov-18,INV-61021,1,1,9,232,2,4
05-Apr-19,21-Nov-18,INV-61032,1,1,9,239,2,4
07-Apr-19,02-Apr-19,INV-61049,1,1,9,261,2,4
08-Apr-19,08-Feb-19,INV-61057,1,1,9,236,2,4
08-Apr-19,04-Dec-18,INV-61061,1,1,9,275,2,4
09-Apr-19,18-Nov-18,INV-61070,1,1,9,232,2,4
11-Apr-19,08-Feb-19,INV-61090,1,1,9,268,2,4
17-Apr-19,01-Nov-18,INV-61156,1,1,9,247,2,4
18-Apr-19,26-Dec-18,INV-61165,1,1,9,261,2,4
20-Apr-19,08-Nov-18,INV-61183,1,1,9,306,2,4
20-Apr-19,04-Jan-19,INV-61184,1,1,9,226,2,4
24-Apr-19,23-Jan-19,INV-61212,1,1,9,228,2,4
28-Apr-19,07-Nov-18,INV-61257,1,1,9,261,2,4
29-Apr-19,17-Jan-19,INV-61263,1,1,9,248,2,4
04-May-19,10-Dec-18,INV-61324,1,1,9,235,2,5
06-May-19,26-Mar-19,INV-61351,1,1,9,229,2,5
11-May-19,31-Jan-19,INV-61399,1,1,9,304,2,5
12-May-19,08-Dec-18,INV-61410,1,1,9,230,2,5
25-May-19,02-May-19,INV-61538,1,1,9,274,2,5
27-May-19,13-May-19,INV-61559,1,1,9,245,2,5
03-Jul-19,05-Mar-19,INV-62052,1,1,9,248,2,7
04-Jul-19,06-Apr-19,INV-62115,1,1,9,282,2,7
04-Jul-19,01-May-19,INV-62118,1,1,9,225,2,7
04-Jul-19,18-Jun-19,INV-62119,1,1,9,231,2,7
05-Jul-19,14-Apr-19,INV-62159,1,1,9,319,2,7
07-Jul-19,07-Feb-19,INV-62222,1,1,9,219,2,7
07-Jul-19,09-Apr-19,INV-62226,1,1,9,248,2,7
08-Jul-19,12-Feb-19,INV-62265,1,1,9,304,2,7
08-Jul-19,09-Jan-19,INV-62269,1,1,9,232,2,7
10-Jul-19,14-Apr-19,INV-62365,1,1,9,266,2,7
13-Jul-19,06-Apr-19,INV-62520,1,1,9,226,2,7
15-Jul-19,01-Mar-19,INV-62610,1,1,9,306,2,7
15-Jul-19,09-Mar-19,INV-62612,1,1,9,249,2,7
17-Jul-19,22-Apr-19,INV-62699,1,1,9,241,2,7
17-Jul-19,21-Mar-19,INV-62704,1,1,9,205,2,7
19-Jul-19,23-May-19,INV-62762,1,1,9,245,2,7
20-Jul-19,13-Jun-19,INV-62830,1,1,9,327,2,7
20-Jul-19,05-May-19,INV-62837,1,1,9,247,2,7
25-Jul-19,14-Feb-19,INV-63064,1,1,9,275,2,7
25-Jul-19,18-Jun-19,INV-63065,1,1,9,273,2,7
27-Jul-19,03-May-19,INV-63153,1,1,9,246,2,7
28-Jul-19,14-May-19,INV-63190,1,1,9,286,2,7
29-Jul-19,13-Mar-19,INV-63240,1,1,9,330,2,7
29-Jul-19,12-Mar-19,INV-63257,1,1,9,300,2,7
31-Jul-19,08-Mar-19,INV-63326,1,1,9,330,2,7
31-Jul-19,20-Feb-19,INV-63333,1,1,9,311,2,7
04-Aug-19,27-Feb-19,INV-63770,1,1,9,322,2,8
07-Aug-19,25-Jun-19,INV-64106,1,1,9,304,2,8
08-Aug-19,25-Feb-19,INV-64276,1,1,9,328,2,8
08-Aug-19,27-Jun-19,INV-64283,1,1,9,241,2,8
09-Aug-19,30-Jul-19,INV-64414,1,1,9,245,2,8
12-Aug-19,13-May-19,INV-64740,1,1,9,223,2,8
12-Aug-19,23-May-19,INV-64751,1,1,9,238,2,8
13-Aug-19,13-Jul-19,INV-64899,1,1,9,203,2,8
14-Aug-19,27-Jul-19,INV-65018,1,1,9,249,2,8
17-Aug-19,27-Jun-19,INV-65368,1,1,9,246,2,8
17-Aug-19,29-Jul-19,INV-65369,1,1,9,275,2,8
17-Aug-19,15-Jul-19,INV-65370,1,1,9,269,2,8
18-Aug-19,26-Mar-19,INV-65510,1,1,9,247,2,8
23-Aug-19,10-Jul-19,INV-66041,1,1,9,244,2,8
24-Aug-19,21-Mar-19,INV-66202,1,1,9,254,2,8
26-Aug-19,11-Jul-19,INV-66486,1,1,9,265,2,8
27-Aug-19,01-May-19,INV-66594,1,1,9,322,2,8
29-Aug-19,09-Mar-19,INV-66867,1,1,9,246,2,8
29-Aug-19,29-May-19,INV-66870,1,1,9,275,2,8
30-Aug-19,09-Mar-19,INV-67007,1,1,9,250,2,8
30-Aug-19,07-Mar-19,INV-67010,1,1,9,210,2,8
31-Aug-19,18-Mar-19,INV-67138,1,1,9,231,2,8
31-Aug-19,03-Aug-19,INV-67141,1,1,9,276,2,8
31-Aug-19,31-Mar-19,INV-67142,1,1,9,249,2,8
03-Sep-19,27-May-19,INV-67466,1,1,9,320,2,9
03-Sep-19,27-Apr-19,INV-67475,1,1,9,249,2,9
06-Sep-19,20-Apr-19,INV-67830,1,1,9,235,2,9
07-Sep-19,15-Mar-19,INV-67978,1,1,9,231,2,9
07-Sep-19,24-Jul-19,INV-67979,1,1,9,231,2,9
08-Sep-19,30-Apr-19,INV-68096,1,1,9,326,2,9
08-Sep-19,28-Jun-19,INV-68118,1,1,9,292,2,9
12-Sep-19,26-Apr-19,INV-68633,1,1,9,268,2,9
12-Sep-19,16-May-19,INV-68634,1,1,9,265,2,9
12-Sep-19,12-Jul-19,INV-68637,1,1,9,281,2,9
13-Sep-19,05-Jul-19,INV-68796,1,1,9,263,2,9
13-Sep-19,15-Jul-19,INV-68807,1,1,9,201,2,9
13-Sep-19,30-Aug-19,INV-68814,1,1,9,292,2,9
14-Sep-19,04-Sep-19,INV-68940,1,1,9,231,2,9
15-Sep-19,12-Apr-19,INV-69074,1,1,9,330,2,9
15-Sep-19,24-May-19,INV-69082,1,1,9,248,2,9
