Transaction_Date,Stock_ Date,Invoice_ID,Age_Group_Key,Customer_Gender_Key,Region_Key,Product_Key,Quantity_Sold,Year
04-Oct-18,18-Aug-18,INV-169942,1,2,9,244,2,2018
05-Oct-18,15-Aug-18,INV-170090,1,2,9,239,2,2018
06-Oct-18,16-Aug-18,INV-170264,1,2,9,234,2,2018
08-Oct-18,29-Apr-18,INV-170576,1,2,9,229,2,2018
08-Oct-18,16-Sep-18,INV-170604,1,2,9,296,2,2018
12-Oct-18,04-Aug-18,INV-171109,1,2,9,228,2,2018
12-Oct-18,30-Sep-18,INV-171119,1,2,9,290,2,2018
15-Oct-18,06-Oct-18,INV-171548,1,2,9,301,2,2018
17-Oct-18,22-Jun-18,INV-171742,1,2,9,239,2,2018
18-Oct-18,09-Sep-18,INV-171911,1,2,9,201,2,2018
18-Oct-18,21-Jul-18,INV-171912,1,2,9,201,2,2018
19-Oct-18,26-Aug-18,INV-171984,1,2,9,325,2,2018
19-Oct-18,18-May-18,INV-171988,1,2,9,330,2,2018
19-Oct-18,28-May-18,INV-172004,1,2,9,246,2,2018
19-Oct-18,11-Aug-18,INV-172005,1,2,9,246,2,2018
20-Oct-18,14-May-18,INV-172132,1,2,9,244,2,2018
22-Oct-18,22-May-18,INV-172426,1,2,9,204,2,2018
24-Oct-18,22-May-18,INV-172675,1,2,9,321,2,2018
25-Oct-18,28-Jun-18,INV-172801,1,2,9,264,2,2018
25-Oct-18,06-May-18,INV-172802,1,2,9,249,2,2018
26-Oct-18,16-Oct-18,INV-172940,1,2,9,328,2,2018
26-Oct-18,07-Oct-18,INV-172945,1,2,9,250,2,2018
28-Oct-18,04-Aug-18,INV-173170,1,2,9,248,2,2018
29-Oct-18,24-Oct-18,INV-173305,1,2,9,305,2,2018
29-Oct-18,03-May-18,INV-173317,1,2,9,204,2,2018
30-Oct-18,10-Jun-18,INV-173423,1,2,9,233,2,2018
01-Nov-18,24-Aug-18,INV-173674,1,2,9,250,2,2018
01-Nov-18,03-Jun-18,INV-173676,1,2,9,248,2,2018
03-Nov-18,02-Aug-18,INV-173968,1,2,9,246,2,2018
04-Nov-18,22-Oct-18,INV-174108,1,2,9,233,2,2018
04-Nov-18,28-Jul-18,INV-174109,1,2,9,250,2,2018
07-Nov-18,16-Sep-18,INV-174505,1,2,9,281,2,2018
08-Nov-18,29-Jul-18,INV-174618,1,2,9,244,2,2018
09-Nov-18,29-Jun-18,INV-174742,1,2,9,229,2,2018
14-Nov-18,21-May-18,INV-175374,1,2,9,269,2,2018
16-Nov-18,12-Sep-18,INV-175668,1,2,9,249,2,2018
18-Nov-18,21-Aug-18,INV-175964,1,2,9,237,2,2018
22-Nov-18,04-Nov-18,INV-176514,1,2,9,328,2,2018
22-Nov-18,28-Oct-18,INV-176531,1,2,9,324,2,2018
25-Nov-18,01-Aug-18,INV-176959,1,2,9,250,2,2018
27-Nov-18,11-Aug-18,INV-177239,1,2,9,244,2,2018
28-Nov-18,01-Jul-18,INV-177396,1,2,9,250,2,2018
28-Nov-18,12-Oct-18,INV-177412,1,2,9,288,2,2018
02-Dec-18,31-Oct-18,INV-178068,1,2,9,224,2,2018
03-Dec-18,24-Oct-18,INV-178222,1,2,9,278,2,2018
04-Dec-18,25-Sep-18,INV-178424,1,2,9,267,2,2018
05-Dec-18,04-Jul-18,INV-178580,1,2,9,259,2,2018
07-Dec-18,06-Nov-18,INV-178997,1,2,9,248,2,2018
09-Dec-18,01-Dec-18,INV-179354,1,2,9,285,2,2018
10-Dec-18,10-Nov-18,INV-179455,1,2,9,321,2,2018
12-Dec-18,12-Sep-18,INV-179815,1,2,9,250,2,2018
14-Dec-18,06-Sep-18,INV-180166,1,2,9,223,2,2018
14-Dec-18,02-Jul-18,INV-180178,1,2,9,229,2,2018
14-Dec-18,06-Sep-18,INV-180180,1,2,9,246,2,2018
14-Dec-18,15-Nov-18,INV-180187,1,2,9,301,2,2018
15-Dec-18,06-Aug-18,INV-180357,1,2,9,267,2,2018
15-Dec-18,07-Oct-18,INV-180374,1,2,9,293,2,2018
16-Dec-18,27-Sep-18,INV-180511,1,2,9,250,2,2018
18-Dec-18,13-Sep-18,INV-180846,1,2,9,303,2,2018
19-Dec-18,14-Dec-18,INV-180988,1,2,9,250,2,2018
19-Dec-18,10-Jul-18,INV-180989,1,2,9,250,2,2018
19-Dec-18,12-Sep-18,INV-180990,1,2,9,259,2,2018
23-Dec-18,08-Jul-18,INV-181625,1,2,9,267,2,2018
24-Dec-18,25-Oct-18,INV-181798,1,2,9,205,2,2018
24-Dec-18,30-Jun-18,INV-181799,1,2,9,205,2,2018
26-Dec-18,22-Aug-18,INV-182136,1,2,9,317,2,2018
26-Dec-18,20-Nov-18,INV-182151,1,2,9,301,2,2018
27-Dec-18,17-Aug-18,INV-182286,1,2,9,298,2,2018
31-Dec-18,15-Sep-18,INV-182962,1,2,9,248,2,2018
31-Dec-18,25-Dec-18,INV-182963,1,2,9,250,2,2018
31-Dec-18,07-Sep-18,INV-182966,1,2,9,274,2,2018
25-Jan-18,05-Jan-18,INV-34134,1,1,9,288,2,2018
31-Jan-18,15-Jan-18,INV-34987,1,1,9,276,2,2018
03-Feb-18,01-Jan-18,INV-35439,1,1,9,306,2,2018
06-Feb-18,21-Jan-18,INV-35884,1,1,9,266,2,2018
07-Feb-18,06-Jan-18,INV-36029,1,1,9,298,2,2018
08-Feb-18,13-Jan-18,INV-36160,1,1,9,325,2,2018
13-Feb-18,08-Jan-18,INV-36867,1,1,9,236,2,2018
15-Feb-18,08-Jan-18,INV-37149,1,1,9,300,2,2018
20-Feb-18,04-Feb-18,INV-37948,1,1,9,330,2,2018
20-Feb-18,08-Feb-18,INV-37966,1,1,9,226,2,2018
20-Feb-18,10-Jan-18,INV-37971,1,1,9,249,2,2018
23-Feb-18,06-Feb-18,INV-38384,1,1,9,254,2,2018
01-Mar-18,11-Jan-18,INV-39279,1,1,9,227,2,2018
01-Mar-18,18-Jan-18,INV-39283,1,1,9,248,2,2018
01-Mar-18,01-Jan-18,INV-39285,1,1,9,252,2,2018
03-Mar-18,11-Jan-18,INV-39589,1,1,9,256,2,2018
06-Mar-18,01-Mar-18,INV-39970,1,1,9,227,2,2018
06-Mar-18,07-Feb-18,INV-39972,1,1,9,254,2,2018
07-Mar-18,02-Feb-18,INV-40123,1,1,9,266,2,2018
07-Mar-18,12-Feb-18,INV-40124,1,1,9,268,2,2018
08-Mar-18,13-Feb-18,INV-40238,1,1,9,261,2,2018
12-Mar-18,02-Feb-18,INV-40838,1,1,9,232,2,2018
13-Mar-18,04-Mar-18,INV-41004,1,1,9,254,2,2018
15-Mar-18,08-Jan-18,INV-41255,1,1,9,273,2,2018
17-Mar-18,04-Mar-18,INV-41483,1,1,9,232,2,2018
23-Mar-18,07-Mar-18,INV-42320,1,1,9,267,2,2018
24-Mar-18,14-Mar-18,INV-42458,1,1,9,232,2,2018
25-Mar-18,29-Jan-18,INV-42603,1,1,9,249,2,2018
26-Mar-18,27-Jan-18,INV-42733,1,1,9,241,2,2018
27-Mar-18,04-Jan-18,INV-42881,1,1,9,211,2,2018
29-Mar-18,15-Feb-18,INV-43148,1,1,9,231,2,2018
03-Apr-18,25-Mar-18,INV-43917,1,1,9,269,2,2018
03-Apr-18,28-Mar-18,INV-43939,1,1,9,290,2,2018
04-Apr-18,24-Mar-18,INV-44082,1,1,9,267,2,2018
07-Apr-18,03-Jan-18,INV-44505,1,1,9,288,2,2018
08-Apr-18,12-Jan-18,INV-44659,1,1,9,255,2,2018
10-Apr-18,30-Mar-18,INV-44939,1,1,9,249,2,2018
15-Apr-18,17-Feb-18,INV-45639,1,1,9,306,2,2018
16-Apr-18,07-Apr-18,INV-45775,1,1,9,227,2,2018
16-Apr-18,23-Jan-18,INV-45776,1,1,9,266,2,2018
16-Apr-18,12-Feb-18,INV-45777,1,1,9,266,2,2018
17-Apr-18,19-Feb-18,INV-45913,1,1,9,316,2,2018
17-Apr-18,29-Jan-18,INV-45923,1,1,9,294,2,2018
18-Apr-18,29-Jan-18,INV-46064,1,1,9,274,2,2018
18-Apr-18,11-Feb-18,INV-46079,1,1,9,293,2,2018
18-Apr-18,04-Feb-18,INV-46080,1,1,9,300,2,2018
19-Apr-18,30-Jan-18,INV-46263,1,1,9,311,2,2018
20-Apr-18,01-Apr-18,INV-46430,1,1,9,228,2,2018
22-Apr-18,21-Jan-18,INV-46709,1,1,9,329,2,2018
24-Apr-18,04-Jan-18,INV-47030,1,1,9,266,2,2018
25-Apr-18,19-Jan-18,INV-47203,1,1,9,254,2,2018
26-Apr-18,25-Feb-18,INV-47350,1,1,9,255,2,2018
26-Apr-18,28-Jan-18,INV-47352,1,1,9,264,2,2018
26-Apr-18,17-Mar-18,INV-47365,1,1,9,291,2,2018
26-Apr-18,15-Jan-18,INV-47366,1,1,9,290,2,2018
27-Apr-18,21-Feb-18,INV-47514,1,1,9,329,2,2018
27-Apr-18,24-Mar-18,INV-47532,1,1,9,291,2,2018
28-Apr-18,03-Feb-18,INV-47680,1,1,9,245,2,2018
01-May-18,03-Jan-18,INV-48205,1,1,9,235,2,2018
01-May-18,29-Jan-18,INV-48210,1,1,9,246,2,2018
01-May-18,25-Mar-18,INV-48219,1,1,9,204,2,2018
01-May-18,24-Mar-18,INV-48225,1,1,9,297,2,2018
02-May-18,04-Apr-18,INV-48352,1,1,9,228,2,2018
03-May-18,12-Apr-18,INV-48497,1,1,9,259,2,2018
04-May-18,20-Jan-18,INV-48682,1,1,9,256,2,2018
05-May-18,08-Feb-18,INV-48857,1,1,9,321,2,2018
